Mes;Union Europea;Canada;Estados Unidos;Mexico;Bolivia;Ecuador;Peru;Argentina;Brasil;Paraguay;Uruguay;Venezuela;China;Japon;India;Panama;Resto de paises;Total Exportaciones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-17; 594.541 ; 62.401 ; 913.671 ; 103.801 ; 13.212 ; 99.769 ; 91.278 ; 18.845 ; 135.134 ; 2.115 ; 2.127 ; 32.349 ; 171.081 ; 42.781 ; 16.589 ; 170.708 ;830.018; 3.300.421 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-17; 371.311 ; 34.879 ; 830.458 ; 74.514 ; 15.077 ; 98.531 ; 79.801 ; 14.221 ; 75.065 ; 1.515 ; 1.344 ; 27.913 ; 127.888 ; 42.151 ; 7.251 ; 170.410 ;725.664; 2.697.992 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-17; 583.183 ; 67.510 ; 1.054.070 ; 139.776 ; 12.939 ; 105.718 ; 109.541 ; 22.208 ; 111.266 ; 1.056 ; 1.638 ; 24.545 ; 135.596 ; 37.550 ; 22.938 ; 175.941 ;899.963; 3.505.436 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-17; 260.998 ; 27.253 ; 878.518 ; 103.999 ; 9.846 ; 139.822 ; 96.201 ; 20.224 ; 123.985 ; 1.268 ; 1.439 ; 32.168 ; 189.165 ; 41.361 ; 28.768 ; 247.487 ;693.111; 2.895.612 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-17; 428.768 ; 36.403 ; 803.756 ; 126.124 ; 13.319 ; 114.411 ; 97.436 ; 18.334 ; 138.878 ; 2.206 ; 2.424 ; 29.421 ; 142.787 ; 40.185 ; 51.483 ; 287.942 ;791.606; 3.125.483 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-17; 456.483 ; 32.867 ; 919.013 ; 110.741 ; 13.068 ; 134.793 ; 97.456 ; 20.385 ; 115.019 ; 3.671 ; 2.449 ; 31.560 ; 205.762 ; 35.674 ; 28.061 ; 220.164 ;764.434; 3.191.598 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-17; 593.965 ; 63.259 ; 723.545 ; 205.920 ; 16.688 ; 140.952 ; 80.669 ; 46.916 ; 104.328 ; 1.472 ; 2.062 ; 30.425 ; 252.165 ; 57.831 ; 23.160 ; 265.457 ;780.865; 3.389.679 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-17; 519.149 ; 38.984 ; 883.181 ; 83.453 ; 14.040 ; 135.215 ; 105.035 ; 28.558 ; 128.235 ; 2.615 ; 3.928 ; 24.093 ; 341.725 ; 57.928 ; 21.070 ; 225.020 ;665.289; 3.277.516 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-17; 312.462 ; 28.526 ; 789.433 ; 101.366 ; 11.822 ; 131.463 ; 90.955 ; 24.671 ; 153.990 ; 1.111 ; 7.106 ; 28.461 ; 174.517 ; 42.035 ; 20.563 ; 266.808 ;936.948; 3.122.237 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-17; 529.978 ; 79.738 ; 1.103.543 ; 344.776 ; 13.933 ; 175.468 ; 143.725 ; 31.888 ; 99.334 ; 1.290 ; 3.161 ; 20.737 ; 196.692 ; 67.518 ; 31.630 ; 158.435 ;1.012.973; 4.014.818 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-18; 389.512 ; 68.222 ; 1.051.938 ; 150.427 ; 11.297 ; 128.572 ; 109.238 ; 30.419 ; 148.644 ; 2.070 ; 1.899 ; 30.131 ; 240.645 ; 40.164 ; 7.473 ; 306.534 ;607.704; 3.324.889 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-18; 354.582 ; 60.084 ; 858.923 ; 127.003 ; 8.052 ; 118.196 ; 84.113 ; 19.450 ; 104.268 ; 1.672 ; 5.181 ; 28.745 ; 201.838 ; 30.063 ; 21.115 ; 184.610 ;819.708; 3.027.603 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-18; 397.188 ; 85.855 ; 806.250 ; 176.781 ; 10.490 ; 152.403 ; 85.429 ; 19.213 ; 144.951 ; 1.069 ; 1.729 ; 30.109 ; 337.259 ; 59.236 ; 8.136 ; 209.603 ;839.412; 3.365.116 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-18; 497.611 ; 73.450 ; 1.088.541 ; 162.686 ; 12.324 ; 158.508 ; 87.043 ; 20.752 ; 143.220 ; 2.396 ; 19.936 ; 42.167 ; 391.624 ; 48.860 ; 14.493 ; 192.602 ;830.323; 3.786.537 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-18; 494.548 ; 60.642 ; 881.775 ; 130.194 ; 13.007 ; 142.864 ; 89.082 ; 31.466 ; 132.976 ; 1.746 ; 2.324 ; 18.072 ; 312.111 ; 44.811 ; 82.940 ; 304.391 ;976.459; 3.719.410 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-18; 407.872 ; 78.168 ; 939.455 ; 85.666 ; 12.067 ; 139.877 ; 90.491 ; 33.242 ; 131.491 ; 2.669 ; 2.447 ; 28.659 ; 290.232 ; 34.391 ; 80.935 ; 179.601 ;794.670; 3.331.933 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-18; 358.129 ; 50.538 ; 928.452 ; 141.236 ; 13.314 ; 131.208 ; 116.992 ; 28.054 ; 149.863 ; 2.612 ; 5.459 ; 16.334 ; 243.838 ; 57.075 ; 235.365 ; 208.261 ;945.324; 3.632.055 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-18; 391.842 ; 178.379 ; 911.201 ; 135.440 ; 12.446 ; 148.586 ; 166.602 ; 40.807 ; 151.623 ; 2.669 ; 3.722 ; 21.438 ; 240.686 ; 41.459 ; 17.542 ; 267.923 ;952.035; 3.684.399 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-18; 336.715 ; 72.443 ; 798.083 ; 118.072 ; 10.486 ; 197.289 ; 80.390 ; 14.800 ; 112.120 ; 2.124 ; 4.157 ; 14.298 ; 452.319 ; 27.678 ; 10.730 ; 275.924 ;985.213; 3.512.842 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-18; 518.568 ; 57.693 ; 809.035 ; 121.004 ; 13.502 ; 158.109 ; 95.551 ; 21.090 ; 140.736 ; 2.057 ; 2.451 ; 45.642 ; 643.889 ; 32.043 ; 26.155 ; 209.665 ;871.479; 3.768.666 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-18; 310.442 ; 43.277 ; 751.450 ; 154.876 ; 12.955 ; 217.706 ; 79.972 ; 20.654 ; 109.278 ; 2.065 ; 2.715 ; 57.546 ; 397.831 ; 19.631 ; 18.737 ; 391.496 ;752.878; 3.343.509 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-18; 437.397 ; 36.684 ; 849.156 ; 134.726 ; 13.011 ; 158.649 ; 80.098 ; 15.594 ; 92.585 ; 3.135 ; 2.025 ; 21.153 ; 420.500 ; 38.652 ; 24.457 ; 203.357 ;876.641; 3.407.819 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-19; 397.632 ; 28.310 ; 872.271 ; 86.804 ; 9.081 ; 128.544 ; 82.967 ; 13.049 ; 147.685 ; 2.118 ; 8.127 ; 26.359 ; 345.850 ; 33.951 ; 25.502 ; 216.966 ;640.895; 3.066.110 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-19; 423.557 ; 48.234 ; 873.310 ; 203.991 ; 8.657 ; 156.487 ; 117.156 ; 19.304 ; 98.284 ; 802 ; 1.399 ; 23.080 ; 286.728 ; 35.004 ; 24.190 ; 167.746 ;695.141; 3.183.071 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-19; 420.721 ; 38.711 ; 1.168.983 ; 111.906 ; 12.025 ; 111.855 ; 108.777 ; 10.562 ; 96.325 ; 1.262 ; 1.724 ; 8.406 ; 211.078 ; 55.489 ; 10.479 ; 264.381 ;712.168; 3.344.850 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-19; 499.068 ; 31.250 ; 1.215.045 ; 139.693 ; 13.047 ; 200.541 ; 97.478 ; 28.752 ; 121.049 ; 1.299 ; 26.578 ; 16.349 ; 317.020 ; 31.634 ; 38.160 ; 158.364 ;927.492; 3.862.819 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-19; 505.472 ; 48.212 ; 1.053.023 ; 165.678 ; 11.496 ; 154.935 ; 91.508 ; 22.564 ; 153.392 ; 1.864 ; 1.749 ; 17.527 ; 288.944 ; 27.401 ; 26.458 ; 266.161 ;911.958; 3.748.342 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-19; 328.949 ; 35.426 ; 988.546 ; 92.444 ; 10.070 ; 166.749 ; 95.202 ; 16.687 ; 105.870 ; 4.029 ; 1.441 ; 13.884 ; 409.627 ; 34.008 ; 45.617 ; 146.749 ;601.066; 3.096.363 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul-19; 372.943 ; 36.734 ; 822.213 ; 105.622 ; 9.933 ; 174.088 ; 87.511 ; 31.356 ; 137.420 ; 1.201 ; 2.219 ; 14.547 ; 551.089 ; 39.261 ; 9.452 ; 123.616 ;736.623; 3.255.830 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago-19; 373.317 ; 28.844 ; 964.156 ; 105.176 ; 12.885 ; 173.885 ; 113.577 ; 19.934 ; 102.319 ; 4.170 ; 2.331 ; 11.470 ; 400.531 ; 39.856 ; 81.361 ; 155.940 ;674.510; 3.264.261 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sep-19; 304.163 ; 33.714 ; 842.811 ; 100.313 ; 13.293 ; 160.187 ; 87.128 ; 25.864 ; 147.339 ; 2.072 ; 1.804 ; 15.166 ; 395.291 ; 45.272 ; 15.689 ; 233.684 ;643.557; 3.067.349 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oct-19; 331.737 ; 36.922 ; 860.755 ; 119.254 ; 13.015 ; 198.697 ; 105.726 ; 17.305 ; 119.875 ; 1.609 ; 2.144 ; 13.754 ; 554.695 ; 42.799 ; 28.949 ; 209.499 ;669.761; 3.326.497 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov-19; 298.685 ; 38.869 ; 880.243 ; 86.610 ; 11.068 ; 166.838 ; 77.038 ; 10.262 ; 106.934 ; 1.025 ; 1.907 ; 17.256 ; 339.880 ; 32.329 ; 14.027 ; 237.394 ;623.260; 2.943.625 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dic-19; 352.774 ; 40.967 ; 978.762 ; 91.503 ; 10.040 ; 161.000 ; 81.881 ; 20.732 ; 129.250 ; 2.083 ; 2.890 ; 18.129 ; 464.196 ; 49.277 ; 26.298 ; 173.771 ;726.499; 3.330.051 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ene-20; 425.879 ; 54.111 ; 904.840 ; 164.328 ; 8.754 ; 146.096 ; 74.586 ; 9.149 ; 146.974 ; 3.153 ; 3.246 ; 12.885 ; 359.530 ; 49.466 ; 38.306 ; 237.262 ;780.290; 3.418.856 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
feb-20; 308.301 ; 44.498 ; 912.164 ; 206.869 ; 10.157 ; 192.534 ; 73.214 ; 14.020 ; 93.295 ; 2.796 ; 4.354 ; 12.801 ; 224.302 ; 31.953 ; 36.462 ; 136.167 ;639.206; 2.943.093 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar-20; 299.216 ; 29.197 ; 690.712 ; 84.143 ; 10.228 ; 110.150 ; 78.742 ; 24.422 ; 90.580 ; 1.401 ; 1.638 ; 14.847 ; 138.078 ; 27.137 ; 71.220 ; 132.029 ;635.296; 2.439.036 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr-20; 284.409 ; 36.606 ; 468.911 ; 112.564 ; 5.789 ; 69.300 ; 48.078 ; 9.768 ; 117.728 ; 788 ; 1.290 ; 10.934 ; 94.465 ; 28.029 ; 71.291 ; 77.585 ;426.703; 1.864.239 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
may-20; 277.180 ; 31.213 ; 659.831 ; 73.492 ; 5.814 ; 75.558 ; 54.714 ; 12.539 ; 86.735 ; 1.497 ; 1.308 ; 14.914 ; 261.960 ; 30.853 ; 45.794 ; 103.749 ;484.392; 2.221.544 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun-20; 322.185 ; 29.074 ; 714.243 ; 82.857 ; 7.509 ; 79.174 ; 62.844 ; 13.463 ; 80.879 ; 1.884 ; 1.281 ; 14.193 ; 72.505 ; 33.789 ; 106.102 ; 103.205 ;552.933; 2.278.120 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
